pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2
"KOI-351 f","f","KOI-351",,,"TIC 267667295","Gaia DR2 2132193431285570304","Gaia DR3 2132193431285570304",1,"<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2014-01",2013,"Transit","Space","Kepler","Kepler CCD Array","0.95 m Kepler Telescope","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>",284.4334642,"18h57m44.03s",49.3051239,"+49d18m18.45s",79.26947,19.25567,300.32939,71.22769,124.91440000000,0.00190000000,-0.00190000000,0,"124.9144&plusmn;0.0019",,,,,,0.4800000000,0.0900000000,-0.0900000000,0,"0.48&plusmn;0.09",89.77000,0.31000,-0.31000,0,"89.77&plusmn;0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455087.70400000,0.01400000,-0.01400000,0,"2455087.704&plusmn;0.014",10.9400000,0.2500000,-0.2500000,0,"10.94&plusmn;0.25","12.482&plusmn;0.024",,,,,,,,,,,,,,,,,12.4380000,0.0230000,-0.0230000,"12.438&plusmn;0.023",12.4760000,0.0230000,-0.0230000,"12.476&plusmn;0.023",12.5130000,0.2770000,-0.2770000,"12.513&plusmn;0.277",9.5880000,,,"9.588",,,,,13.7397000,0.0002170,-0.0002170,"13.739700&plusmn;0.000217",13.3396000,0.0082000,-0.0082000,"13.3396&plusmn;0.0082",0,"HJD","[M/H]",,13.804,,,"13.804",,,,,,,,,,,0.16252225015565333,-0.63145104660463824,0.75819264962557520,-419849693,,,,,,0.25700000,0.04600000,-0.04600000,0,"0.257&plusmn;0.046",2.88000000,0.52000000,-0.52000000,0,"2.88&plusmn;0.52",0.02200000,0.00220000,-0.00220000,0,"0.0220&plusmn;0.0022",86.400000,,,,,,,,,,"2014-05-14","2014-01","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>","2014-05-14",0,9.700000,-9.700000,0,"86.4&plusmn;9.7",0.350000,0.400000,-0.400000,0,"0.35&plusmn;0.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6080.00,260.00,-170.00,0,"<div><span class="supersubNumber">6080</span> <span class="superscript">+260</span><span class="subscript">-170</span> </div>",-0.1200,0.1800,-0.1800,0,"-0.12&plusmn;0.18",,,,,,4.6000,2.1000,-2.1000,0,"4.6&plusmn;2.1",,,,,,4.400000,,,0,"4.4",,,,,,1.200000,0.100000,-0.100000,0,"1.2&plusmn;0.1",,,,,,1.200000,0.100000,-0.100000,0,"1.2&plusmn;0.1",0,0,1,0,0,0,0,0,0,0,"Published Confirmed",1,8,0,0,0,0,0,0,0,0,0,5.4320160,0.0289553,-0.0289553,"5.4320160&plusmn;0.0289553",-4.3791700,0.0295063,-0.0295063,"-4.3791700&plusmn;0.0295063",-3.2139800,0.0279036,-0.0279036,"-3.2139800&plusmn;0.0279036",1.1500700,0.0149210,-0.0149210,"1.150070&plusmn;0.014921",848.25400000,10.81850000,-10.81850000,"848.2540&plusmn;10.8185",14.6040000,0.0090000,-0.0090000,"14.604&plusmn;0.009",13.8830000,0.0690000,-0.0690000,"13.883&plusmn;0.069",12.7900000,0.0290000,-0.0290000,"12.790&plusmn;0.029",12.5310000,0.0330000,-0.0330000,"12.531&plusmn;0.033",12.4820000,0.0240000,-0.0240000
"KOI-351 e","e","KOI-351",,,"TIC 267667295","Gaia DR2 2132193431285570304","Gaia DR3 2132193431285570304",0,"<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2014-01",2013,"Transit","Space","Kepler","Kepler CCD Array","0.95 m Kepler Telescope","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>",284.4334642,"18h57m44.03s",49.3051239,"+49d18m18.45s",79.26947,19.25567,300.32939,71.22769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2280,0.3490,-0.3360,0,"<div><span class="supersubNumber">10.228</span><span class="superscript">+0.349</span><span class="subscript">-0.336</span></div>",,,,,,,,,,,,,,,,,,,,,"12.482&plusmn;0.024",,,,,,,,,,,,,,,,,12.4380000,0.0230000,-0.0230000,"12.438&plusmn;0.023",12.4760000,0.0230000,-0.0230000,"12.476&plusmn;0.023",12.5130000,0.2770000,-0.2770000,"12.513&plusmn;0.277",9.5880000,,,"9.588",,,,,13.7397000,0.0002170,-0.0002170,"13.739700&plusmn;0.000217",13.3396000,0.0082000,-0.0082000,"13.3396&plusmn;0.0082",0,,,,13.804,,,"13.804",,,,,,,,,,,0.16252225015565333,-0.63145104660463824,0.75819264962557520,-419849693,,,,,,0.23606031,0.01293603,-0.01079490,0,"<div><span class="supersubNumber">0.2361</span><span class="superscript">+0.0129</span><span class="subscript">-0.0108</span></div>",2.64600000,0.14500000,-0.12100000,0,"<div><span class="supersubNumber">2.646</span><span class="superscript">+0.145</span><span class="subscript">-0.121</span></div>",,,,,,,,,,,,,,,,"2018-09-04","2018-10","<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>","2018-09-06",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6015.00,120.00,-120.00,0,"6015&plusmn;120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.211000,0.054000,-0.051000,0,"<div><span class="supersubNumber">1.211</span><span class="superscript">+0.054</span><span class="subscript">-0.051</span></div>",0,0,1,0,0,0,0,0,0,0,"Published Confirmed",1,8,0,0,0,0,0,0,0,0,0,5.4320160,0.0289553,-0.0289553,"5.4320160&plusmn;0.0289553",-4.3791700,0.0295063,-0.0295063,"-4.3791700&plusmn;0.0295063",-3.2139800,0.0279036,-0.0279036,"-3.2139800&plusmn;0.0279036",1.1500700,0.0149210,-0.0149210,"1.150070&plusmn;0.014921",848.25400000,10.81850000,-10.81850000,"848.2540&plusmn;10.8185",14.6040000,0.0090000,-0.0090000,"14.604&plusmn;0.009",13.8830000,0.0690000,-0.0690000,"13.883&plusmn;0.069",12.7900000,0.0290000,-0.0290000,"12.790&plusmn;0.029",12.5310000,0.0330000,-0.0330000,"12.531&plusmn;0.033",12.4820000,0.0240000,-0.0240000
"KOI-351 e","e","KOI-351",,,"TIC 267667295","Gaia DR2 2132193431285570304","Gaia DR3 2132193431285570304",0,"<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2014-01",2013,"Transit","Space","Kepler","Kepler CCD Array","0.95 m Kepler Telescope","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>",284.4334642,"18h57m44.03s",49.3051239,"+49d18m18.45s",79.26947,19.25567,300.32939,71.22769,91.93933735000,0.00000950000,-0.00000950000,0,"91.93933735&plusmn;0.00000950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04730000,,,0,"0.0473",2454967.30767800,0.00783500,-0.00783500,0,"2454967.307678&plusmn;0.007835",9.0128000,,,0,"9.0128","12.482&plusmn;0.024",,,,,,,,,,,,,,,,,12.4380000,0.0230000,-0.0230000,"12.438&plusmn;0.023",12.4760000,0.0230000,-0.0230000,"12.476&plusmn;0.023",12.5130000,0.2770000,-0.2770000,"12.513&plusmn;0.277",9.5880000,,,"9.588",,,,,13.7397000,0.0002170,-0.0002170,"13.739700&plusmn;0.000217",13.3396000,0.0082000,-0.0082000,"13.3396&plusmn;0.0082",0,"BJD","[M/H]",,13.804,,,"13.804",,,,,,,,,,,0.16252225015565333,-0.63145104660463824,0.75819264962557520,-419849693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016-07-26","2016-07","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2016-07-28",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6031.13,34.68,-34.68,0,"6031.13&plusmn;34.68",0.0830,0.0330,-0.0330,0,"0.0830&plusmn;0.0330",,,,,,,,,,,0.26853,,,0,"0.2685314",4.295040,,,0,"4.29504",,,,,,1.120000,,,0,"1.12",0.812869,,,0,"0.8128692",1.247730,,,0,"1.24773",0,0,1,0,0,0,0,0,0,0,"Published Confirmed",1,8,0,0,0,0,0,0,0,0,0,5.4320160,0.0289553,-0.0289553,"5.4320160&plusmn;0.0289553",-4.3791700,0.0295063,-0.0295063,"-4.3791700&plusmn;0.0295063",-3.2139800,0.0279036,-0.0279036,"-3.2139800&plusmn;0.0279036",1.1500700,0.0149210,-0.0149210,"1.150070&plusmn;0.014921",848.25400000,10.81850000,-10.81850000,"848.2540&plusmn;10.8185",14.6040000,0.0090000,-0.0090000,"14.604&plusmn;0.009",13.8830000,0.0690000,-0.0690000,"13.883&plusmn;0.069",12.7900000,0.0290000,-0.0290000,"12.790&plusmn;0.029",12.5310000,0.0330000,-0.0330000,"12.531&plusmn;0.033",12.4820000,0.0240000,-0.0240000
"KOI-351 d","d","KOI-351",,,"TIC 267667295","Gaia DR2 2132193431285570304","Gaia DR3 2132193431285570304",1,"<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2014-01",2013,"Transit","Space","Kepler","Kepler CCD Array","0.95 m Kepler Telescope","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>",284.4334642,"18h57m44.03s",49.3051239,"+49d18m18.45s",79.26947,19.25567,300.32939,71.22769,59.73667000000,0.00038000000,-0.00038000000,0,"59.73667&plusmn;0.00038",,,,,,0.3200000000,0.0500000000,-0.0500000000,0,"0.32&plusmn;0.05",89.71000,0.29000,-0.29000,0,"89.71&plusmn;0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454991.96560000,0.00420000,-0.00420000,0,"2454991.9656&plusmn;0.0042",8.4000000,0.1900000,-0.1900000,0,"8.40&plusmn;0.19","12.482&plusmn;0.024",,,,,,,,,,,,,,,,,12.4380000,0.0230000,-0.0230000,"12.438&plusmn;0.023",12.4760000,0.0230000,-0.0230000,"12.476&plusmn;0.023",12.5130000,0.2770000,-0.2770000,"12.513&plusmn;0.277",9.5880000,,,"9.588",,,,,13.7397000,0.0002170,-0.0002170,"13.739700&plusmn;0.000217",13.3396000,0.0082000,-0.0082000,"13.3396&plusmn;0.0082",0,"HJD","[M/H]",,13.804,,,"13.804",,,,,,,,,,,0.16252225015565333,-0.63145104660463824,0.75819264962557520,-419849693,,,,,,0.25600000,0.02700000,-0.02700000,0,"0.256&plusmn;0.027",2.87000000,0.30000000,-0.30000000,0,"2.87&plusmn;0.30",0.02190000,0.00050000,-0.00050000,0,"0.0219&plusmn;0.0005",56.100000,,,,,,,,,,"2014-05-14","2014-01","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>","2014-05-14",0,4.800000,-4.800000,0,"56.1&plusmn;4.8",0.280000,0.250000,-0.250000,0,"0.28&plusmn;0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6080.00,260.00,-170.00,0,"<div><span class="supersubNumber">6080</span> <span class="superscript">+260</span><span class="subscript">-170</span> </div>",-0.1200,0.1800,-0.1800,0,"-0.12&plusmn;0.18",,,,,,4.6000,2.1000,-2.1000,0,"4.6&plusmn;2.1",,,,,,4.400000,,,0,"4.4",,,,,,1.200000,0.100000,-0.100000,0,"1.2&plusmn;0.1",,,,,,1.200000,0.100000,-0.100000,0,"1.2&plusmn;0.1",0,0,1,0,0,0,0,0,0,0,"Published Confirmed",1,8,0,0,0,0,0,0,0,0,0,5.4320160,0.0289553,-0.0289553,"5.4320160&plusmn;0.0289553",-4.3791700,0.0295063,-0.0295063,"-4.3791700&plusmn;0.0295063",-3.2139800,0.0279036,-0.0279036,"-3.2139800&plusmn;0.0279036",1.1500700,0.0149210,-0.0149210,"1.150070&plusmn;0.014921",848.25400000,10.81850000,-10.81850000,"848.2540&plusmn;10.8185",14.6040000,0.0090000,-0.0090000,"14.604&plusmn;0.009",13.8830000,0.0690000,-0.0690000,"13.883&plusmn;0.069",12.7900000,0.0290000,-0.0290000,"12.790&plusmn;0.029",12.5310000,0.0330000,-0.0330000,"12.531&plusmn;0.033",12.4820000,0.0240000,-0.0240000
"KOI-351 d","d","KOI-351",,,"TIC 267667295","Gaia DR2 2132193431285570304","Gaia DR3 2132193431285570304",0,"<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2014-01",2013,"Transit","Space","Kepler","Kepler CCD Array","0.95 m Kepler Telescope","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>",284.4334642,"18h57m44.03s",49.3051239,"+49d18m18.45s",79.26947,19.25567,300.32939,71.22769,59.73703480000,0.00026430000,-0.00026430000,0,"59.7370348&plusmn;0.0002643",,,,0,,0.2960000000,,,0,".296",89.95000,,,0,"89.95",,,,,,0.000000,,,0,"0",519.00,,,0,"519",,,,,,17.1800,20.2100,-6.0600,0,"<div><span class="supersubNumber">17.18</span> <span class="superscript">+20.21</span><span class="subscript">-6.06</span> </div>",,,,,,0.05778000,0.00146000,-0.00146000,0,"0.05778&plusmn0.00146",2454991.96124000,0.00298000,-0.00298000,0,"2454991.961&plusmn;0.00298",8.0155000,0.0987000,-0.0987000,0,"8.0155&plusmn;0.0987","12.482&plusmn;0.024",,,,,,,,,,,,,,,,,12.4380000,0.0230000,-0.0230000,"12.438&plusmn;0.023",12.4760000,0.0230000,-0.0230000,"12.476&plusmn;0.023",12.5130000,0.2770000,-0.2770000,"12.513&plusmn;0.277",9.5880000,,,"9.588",,,,,13.7397000,0.0002170,-0.0002170,"13.739700&plusmn;0.000217",13.3396000,0.0082000,-0.0082000,"13.3396&plusmn;0.0082",0,"BJD","[Fe/H]",,13.804,,,"13.804",,,,,,,,,,,0.16252225015565333,-0.63145104660463824,0.75819264962557520,-419849693,,,,,,0.22749615,0.08742989,-0.03033282,0,"<div><span class="supersubNumber">0.227</span><span class="superscript">+0.087</span><span class="subscript">-0.030</span></div>",2.55000000,0.98000000,-0.34000000,0,"<div><span class="supersubNumber">2.55</span> <span class="superscript">+0.98</span><span class="subscript">-0.34</span> </div>",0.02212500,0.00058500,-0.00029300,0,"<div><span class="supersubNumber">0.022125</span> <span class="superscript">+0.000585</span><span class="subscript">-0.000293</span> </div>",58.152000,,,,,,,,,,"2014-11-18","2014-12-04","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>","2014-11-18",0,0.514000,-0.514000,0,"58.152&plusmn;0.514",0.040400,0.377700,-0.040400,0,"<div><span class="supersubNumber">0.0404</span> <span class="superscript">+0.3777</span><span class="subscript">-0.0404</span> </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6238.00,195.00,-227.00,0,"<div><span class="supersubNumber">6238.00</span> <span class="superscript">+195.00</span><span class="subscript">-227.00</span> </div>",-0.4000,0.2800,-0.3000,0,"<div><span class="supersubNumber">-0.400</span> <span class="superscript">+0.280</span><span class="subscript">-0.300</span> </div>",,,,,,,,,,,,,,,,4.378000,0.099000,-0.264000,0,"<div><span class="supersubNumber">4.378</span> <span class="superscript">+0.099</span><span class="subscript">-0.264</span> </div>",,,,0,,0.967000,0.144000,-0.112000,0,"<div><span class="supersubNumber">0.9670</span> <span class="superscript">+0.1440</span><span class="subscript">-0.1120</span> </div>",1.042450,0.009220,-0.329490,0,"<div><span class="supersubNumber">1.04245</span> <span class="superscript">+0.00922</span><span class="subscript">-0.32949</span> </div>",1.054000,0.408000,-0.141000,0,"<div><span class="supersubNumber">1.0540</span> <span class="superscript">+0.4080</span><span class="subscript">-0.1410</span> </div>",0,0,1,0,0,0,0,0,0,0,"Kepler Project Candidate (q1_q12_koi)",1,8,0,0,0,0,0,0,0,0,0,5.4320160,0.0289553,-0.0289553,"5.4320160&plusmn;0.0289553",-4.3791700,0.0295063,-0.0295063,"-4.3791700&plusmn;0.0295063",-3.2139800,0.0279036,-0.0279036,"-3.2139800&plusmn;0.0279036",1.1500700,0.0149210,-0.0149210,"1.150070&plusmn;0.014921",848.25400000,10.81850000,-10.81850000,"848.2540&plusmn;10.8185",14.6040000,0.0090000,-0.0090000,"14.604&plusmn;0.009",13.8830000,0.0690000,-0.0690000,"13.883&plusmn;0.069",12.7900000,0.0290000,-0.0290000,"12.790&plusmn;0.029",12.5310000,0.0330000,-0.0330000,"12.531&plusmn;0.033",12.4820000,0.0240000,-0.0240000
"KOI-351 c","c","KOI-351",,,"TIC 267667295","Gaia DR2 2132193431285570304","Gaia DR3 2132193431285570304",0,"<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2014-01",2013,"Transit","Space","Kepler","Kepler CCD Array","0.95 m Kepler Telescope","<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>",284.4334642,"18h57m44.03s",49.3051239,"+49d18m18.45s",79.26947,19.25567,300.32939,71.22769,8.71982853000,,,0,"8.71982853",,,,,,0.0857942931,,,0,"0.08579429312",,,,,,,,,,,0.000000,,,0,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.482&plusmn;0.024",,,,,,,,,,,,,,,,,12.4380000,0.0230000,-0.0230000,"12.438&plusmn;0.023",12.4760000,0.0230000,-0.0230000,"12.476&plusmn;0.023",12.5130000,0.2770000,-0.2770000,"12.513&plusmn;0.277",9.5880000,,,"9.588",,,,,13.7397000,0.0002170,-0.0002170,"13.739700&plusmn;0.000217",13.3396000,0.0082000,-0.0082000,"13.3396&plusmn;0.0082",0,,,,13.804,,,"13.804",,,,,,,,,,,0.16252225015565333,-0.63145104660463824,0.75819264962557520,-419849693,,,,,,0.12891449,0.00588814,-0.00588814,0,"0.1289&plusmn;0.0059",1.44500000,0.06600000,-0.06600000,0,"1.445&plusmn;0.066",,,,,,,,,,,,,,,,"2024-02-21","2024-01","<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>","2024-02-21",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.108000,0.030500,-0.030500,0,"1.1080&plusmn;0.0305",,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,"Published Confirmed",1,8,0,0,0,0,0,0,0,0,0,5.4320160,0.0289553,-0.0289553,"5.4320160&plusmn;0.0289553",-4.3791700,0.0295063,-0.0295063,"-4.3791700&plusmn;0.0295063",-3.2139800,0.0279036,-0.0279036,"-3.2139800&plusmn;0.0279036",1.1500700,0.0149210,-0.0149210,"1.150070&plusmn;0.014921",848.25400000,10.81850000,-10.81850000,"848.2540&plusmn;10.8185",14.6040000,0.0090000,-0.0090000,"14.604&plusmn;0.009",13.8830000,0.0690000,-0.0690000,"13.883&plusmn;0.069",12.7900000,0.0290000,-0.0290000,"12.790&plusmn;0.029",12.5310000,0.0330000,-0.0330000,"12.531&plusmn;0.033",12.4820000,0.0240000,-0.0240000
